,SampleName,site,In,Out,middate,SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily),dxs,dD,unc,dO,unc.1,amount [mL]
669,TN5951SW,CA50,12/2/14,12/9/14,12/6/14,-0.66,-0.66,-0.66,-0.66,-0.772,1.309,0.416,0.317666667,0.266,0.224,0.367,0.285666667,11.22072387,-77.7884428,1.247722325,-11.12614583,0.208537766,6023.6
670,TN6768SW,CA50,12/23/14,12/30/14,12/26/14,-0.66,-0.66,-0.66,-0.66,0.435,0.569,-0.026,0.326,0.565,1.15,-0.537,0.392666667,13.6539243,-30.6442757,1.279222029,-5.537275,0.227358747,1214.9
671,TN9646SW,CA50,3/3/15,3/10/15,3/6/15,-1.4,-1.4,-1.4,-1.4,-1.964,-0.437,-1.245,-1.215333333,2.176,3.85,4.187,3.404333333,-3.607429633,-105.0583723,0.852902691,-12.68136783,0.24666982,
672,TN9900SW,CA50,3/17/15,3/24/15,3/20/15,-1.4,-1.4,-1.4,-1.4,0.471,0.342,0.214,0.342333333,-1.23,1.435,-0.875,-0.223333333,9.5475427,-45.1934333,1.43833932,-6.842622,0.252414342,
673,NU8325SW,CA66,1/2/01,1/16/01,1/9/01,0.78,0.78,0.78,0.78,1.106,1.062,0.835,1.001,-2.636,0.299,-2.222,-1.519666667,13.40502,-72.272632,0.412243253,-10.7097065,0.036769553,4969.4
674,NU8522SW,CA66,1/23/01,1/30/01,1/26/01,0.78,0.78,0.78,0.78,0.824,0.073,-0.098,0.266333333,0.743,-1.896,0.814,-0.113,18.529216,-40.707372,3.133190147,-7.4045735,0.195161472,2526.2
675,NU9238SW,CA66,2/8/01,2/13/01,2/10/01,1,1,1,1,-0.795,0.269,-0.529,-0.351666667,-0.362,2.884,0.864,1.128666667,15.860672,-62.689964,0.022627417,-9.8188295,0.084145707,1854.1
676,NU9236SW,CA66,2/13/01,2/20/01,2/16/01,1,1,1,1,0.269,0.77,0.205,0.414666667,2.884,0.654,1.861,1.799666667,14.313808,-52.917936,0.385373196,-8.403968,0.022627417,1667.7
677,NU9467SW,CA66,2/20/01,2/27/01,2/23/01,1,1,1,1,0.77,0.772,0.332,0.624666667,0.654,-3.988,-3.373,-2.235666667,0.066468037,-78.559384,0.371938167,-10.882301,0.038183766,1738
678,NU9946SW,CA66,2/27/01,3/6/01,3/2/01,1,0.46,0.46,0.64,0.772,1.179,0.21,0.720333333,-3.988,-3.206,-3.244,-3.479333333,11.83534,-66.971604,0.275771645,-9.850868,0.010606602,3977.9
679,NV0234SW,CA66,3/20/01,3/27/01,3/23/01,0.46,0.46,0.46,0.46,-0.13,0.578,-0.375,0.024333333,-2.194,-1.058,-3.567,-2.273,14.129956,-9.421944,1.07197388,-2.9439875,0.134350288,189
680,NV0999SW,CA66,4/3/01,4/10/01,4/6/01,-0.18,-0.18,-0.18,-0.18,0.34,-0.402,-0.141,-0.067666667,1.087,0.133,2.192,1.137333333,9.663536,-53.831072,1.066317026,-7.936826,0.065053824,767.2
681,NV6874SW,CA66,9/18/01,9/25/01,9/21/01,0.11,0.11,0.11,0.11,0.3,0.659,1.051,0.67,-1.963,-1.376,-1.315,-1.551333333,2.592284,-67.938392,0.021213203,-8.8163345,0.045254834,-9.9
682,NV8622SW,CA66,11/6/01,11/14/01,11/10/01,0.64,0.64,0.64,0.64,0.104,1.128,0.46,0.564,1.351,0.723,2.19,1.421333333,11.897516,-41.749904,0.616597113,-6.7059275,0.088388348,1825.4
683,NV9148SW,CA66,11/19/01,11/26/01,11/22/01,0.64,0.64,0.64,0.64,1.549,-0.452,0.92,0.672333333,-0.052,0.403,0.337,0.229333333,11.705016,-31.12786,0.180312229,-5.3541095,0.055861436,1410.7
684,NV9106SW,CA66,11/26/01,12/3/01,11/29/01,0.64,-1.06,0.64,0.073333333,-0.452,-0.965,-0.155,-0.524,0.403,-0.006,-0.161,0.078666667,18.325744,-24.655956,0.138592929,-5.3727125,0.033234019,2158.8
685,NV9605SW,CA66,12/3/01,12/11/01,12/7/01,-1.06,-1.06,-1.06,-1.06,-0.965,-0.027,0.042,-0.316666667,-0.006,-0.786,-1.64,-0.810666667,14.780356,-49.954452,1.511087191,-8.091851,0.021213203,509.8
686,NV9838SW,CA66,12/11/01,12/19/01,12/15/01,-1.06,-1.06,-1.06,-1.06,-0.027,0.463,0.059,0.165,-0.786,-1.475,-1.811,-1.357333333,10.002412,-46.9026,0.194454365,-7.1131265,0.038183766,616.3
687,NV9845SW,CA66,12/19/01,12/26/01,12/22/01,-1.06,-1.06,-1.06,-1.06,0.463,1.287,0.589,0.779666667,-1.475,-1.644,-0.097,-1.072,16.6944,-50.777116,0.408000613,-8.4339395,0.040305087,1391.7
688,NW0099SW,CA66,12/26/01,12/31/01,12/28/01,-1.06,-1.06,-1.06,-1.06,1.287,0.721,1.034,1.014,-1.644,-1.381,-3.293,-2.106,3.63848,-45.354056,0.084145707,-6.124067,0.002828427,1641.3
689,NW0282SW,CA66,12/31/01,1/9/02,1/4/02,-1.06,0.2,0.2,-0.22,0.721,0.989,1.609,1.106333333,-1.381,2.906,-0.488,0.345666667,15.179456,-30.315716,0.300520382,-5.6868965,0.025455844,1123.4
690,NW1348SW,CA66,1/23/02,1/29/02,1/26/02,0.2,0.2,0.2,0.2,-1.783,-1.024,-1.579,-1.462,0.916,1.778,1.56,1.418,13.720088,-31.436096,0.507702669,-5.644523,0.025455844,258
691,NW1913SW,CA66,2/5/02,2/11/02,2/8/02,0.64,0.64,0.64,0.64,0.11,0.357,-0.345,0.040666667,0.787,0.999,0.818,0.868,14.365664,-12.121376,1.272792206,-3.31088,0.024041631,344.6
692,NW2145SW,CA66,2/11/02,2/19/02,2/15/02,0.64,0.64,0.64,0.64,0.357,-0.001,0.874,0.41,0.999,2.158,2.852,2.003,16.228944,-37.575568,0.940452019,-6.725564,0.057982756,978.3
693,NW2666SW,CA66,3/5/02,3/12/02,3/8/02,-0.81,-0.81,-0.81,-0.81,-0.725,0.062,-0.462,-0.375,2.993,1.475,2.187,2.218333333,6.116652,-46.538608,0.98853528,-6.5819075,0.010606602,534
694,NW3069SW,CA66,3/12/02,3/19/02,3/15/02,-0.81,-0.81,-0.81,-0.81,0.062,-0.459,-0.863,-0.42,1.475,0.054,-0.657,0.290666667,12.185,-75.121448,0.432042243,-10.913306,0.004949747,986.5
695,NW3391SW,CA66,3/19/02,3/26/02,3/22/02,-0.81,-0.81,-0.81,-0.81,-0.459,-0.47,-0.348,-0.425666667,0.054,1.303,-1.811,-0.151333333,14.600112,-27.116584,0.415071681,-5.214587,0.095459415,561.3
696,NW4086SW,CA66,4/1/02,4/23/02,4/12/02,-0.48,-0.48,-0.48,-0.48,-0.746,-1.701,-0.472,-0.973,-0.281,3.253,1.047,1.339666667,15.340124,-13.891892,0.376887914,-3.654002,0.176069589,276.2
697,NW4405SW,CA66,4/23/02,4/30/02,4/26/02,-0.48,-0.48,-0.48,-0.48,-1.701,-1.605,-1.614,-1.64,3.253,0.401,2.813,2.155666667,6.831228,-53.860528,0.736098159,-7.5864695,0.04384062,379.3
698,NW5199SW,CA66,5/14/02,5/21/02,5/17/02,-1.54,-1.54,-1.54,-1.54,-0.207,1.092,-0.249,0.212,0.624,0.023,0.176,0.274333333,10.303796,-44.10428,0.691550432,-6.8010095,0.018384776,575.5
699,NX1769SW,CA66,11/5/02,11/12/02,11/8/02,-0.6,-0.6,-0.6,-0.6,1.295,0.255,0.432,0.660666667,-1.043,-1.417,-2.332,-1.597333333,10.57102,-22.150092,0.737512373,-4.090139,0.080610173,4213.7
700,NX2875SW,CA66,12/10/02,12/17/02,12/13/02,-1.3,-1.3,-1.3,-1.3,1.247,0.629,1.92,1.265333333,-0.372,-1.062,-1.433,-0.955666667,17.076428,-23.76386,0.192333044,-5.105036,0.041012193,5158.3
701,NX3723SW,CA66,12/24/02,12/31/02,12/27/02,-1.3,-1.3,-1.3,-1.3,0.737,0.555,0.388,0.56,-0.734,-2.567,-1.48,-1.593666667,16.686212,-53.2409,0.605283405,-8.740889,0.014142136,1758
702,NX4096SW,CA66,1/7/03,1/14/03,1/10/03,-0.3,-0.3,-0.3,-0.3,1.156,0.352,0.485,0.664333333,-0.067,2.572,-1.485,0.34,14.0454,-31.449772,0.647002705,-5.6868965,0.009192388,1375.4
703,NX5377SW,CA66,2/11/03,2/18/03,2/14/03,-0.9,-0.9,-0.9,-0.9,0.284,0.698,0.518,0.5,0.643,-0.04,-0.392,0.070333333,12.246808,-70.313808,1.979191881,-10.320077,0.097580736,1424.4
704,NX5442SW,CA66,2/18/03,2/25/03,2/21/03,-0.9,-0.9,-0.9,-0.9,0.698,0.603,0.708,0.669666667,-0.04,-0.281,-0.351,-0.224,10.218588,-34.9624,0.556493037,-5.6476235,0.06151829,250.5
705,NX5659SW,CA66,2/25/03,3/4/03,2/28/03,-0.9,-0.91,-0.9,-0.903333333,0.603,-1.883,0.477,-0.267666667,-0.281,-0.516,-0.328,-0.375,6.603796,-93.592464,3.146625176,-12.5245325,0.062932504,906.3
706,NX6167SW,CA66,3/11/03,3/18/03,3/14/03,-0.91,-0.91,-0.91,-0.91,-0.332,1.56,1.117,0.781666667,1.172,-0.192,-0.278,0.234,9.603548,-28.79768,0.921360136,-4.8001535,0.168998521,2537.2
707,NX6928SW,CA66,3/25/03,4/2/03,3/29/03,-0.91,-0.48,-0.91,-0.766666667,0.61,-0.946,-0.024,-0.12,2.24,1.778,1.43,1.816,0.870448448,1.091065763,-5.3871815,0.027577164,3.083348,-9.9
708,NX7203SW,CA66,4/2/03,4/9/03,4/5/03,-0.48,-0.48,-0.48,-0.48,-0.946,0.438,-0.734,-0.414,1.778,0.943,0.003,0.908,16.72854,-20.391148,0.077074639,-4.639961,0.038183766,195.4
709,NX7475SW,CA66,4/9/03,4/15/03,4/12/03,-0.48,-0.48,-0.48,-0.48,0.438,-0.222,0.699,0.305,0.943,0.693,-1.544,0.030666667,16.778152,-28.559928,0.210010714,-5.66726,0.028991378,902.8
710,NX7794SW,CA66,4/15/03,4/23/03,4/19/03,-0.48,-0.48,-0.48,-0.48,-0.222,0.787,0.486,0.350333333,0.693,-2.153,0.188,-0.424,14.687544,-35.603068,0.705692568,-6.2863265,0.024041631,-9.9
711,NX8011SW,CA66,4/23/03,4/29/03,4/26/03,-0.48,-0.48,-0.48,-0.48,0.787,0.187,1.025,0.666333333,-2.153,0.258,-1.529,-1.141333333,15.262604,-16.243112,0.310419877,-3.9382145,0.070710678,586.6
712,NX7984SW,CA66,4/29/03,5/6/03,5/2/03,-0.48,-0.85,-0.85,-0.726666667,0.187,-1.098,-0.806,-0.572333333,0.258,1.409,0.054,0.573666667,12.910864,-41.720448,0.828729148,-6.828914,0.007778175,1828.3
713,NY2205SW,CA66,8/19/03,8/26/03,8/22/03,-0.35,-0.35,-0.35,-0.35,0.699,-0.709,0.069,0.019666667,1.059,-0.999,0.401,0.153666667,-0.6878,-44.769144,1.483510027,-5.510168,0.091216775,194.5
714,NY4976SW,CA66,10/28/03,11/4/03,10/31/03,-0.26,-0.32,-0.26,-0.28,-1.144,-1.35,-2.141,-1.545,2.929,-0.047,-1.712,0.39,20.196936,-51.540868,1.168847509,-8.9672255,0.01979899,453.4
715,NY5456SW,CA66,11/4/03,11/11/03,11/7/03,-0.32,-0.32,-0.32,-0.32,-1.35,-0.582,-0.428,-0.786666667,-0.047,1.015,-0.802,0.055333333,15.601576,-35.755608,0.876105302,-6.419648,0.14495689,532.5
716,NY5440SW,CA66,11/11/03,11/18/03,11/14/03,-0.32,-0.32,-0.32,-0.32,-0.582,-0.851,0.368,-0.355,1.015,1.479,0.109,0.867666667,19.73206,-5.10138,2.073944189,-3.10418,0.243244733,162.4
717,NY6159SW,CA66,12/2/03,12/9/03,12/5/03,0.92,0.92,0.92,0.92,0.39,1.008,0.784,0.727333333,1.022,-0.095,0.481,0.469333333,3.755652,-20.589976,1.032375901,-3.0432035,0.026162951,399.8
718,NY6466SW,CA66,12/9/03,12/16/03,12/12/03,0.92,0.92,0.92,0.92,1.008,0.323,0.808,0.713,-0.095,-0.033,1.305,0.392333333,13.716492,-33.109828,0.070710678,-5.85329,0.035355339,647.2
719,NY6739SW,CA66,12/16/03,12/23/03,12/19/03,0.92,0.92,0.92,0.92,0.323,0.762,0.98,0.688333333,-0.033,0.611,-1.069,-0.163666667,1.850664,-28.596748,0.096873629,-3.8059265,0.028991378,728.3
720,NY7221SW,CA66,12/23/03,12/30/03,12/26/03,0.92,0.92,0.92,0.92,0.762,-0.358,-0.409,-0.001666667,0.611,0.006,0.415,0.344,17.31004,-60.198828,1.752210604,-9.6886085,0.086974134,3845.6
721,NY7322SW,CA66,12/30/03,1/6/04,1/2/04,0.92,-1.31,-1.31,-0.566666667,-0.358,-0.475,-1.69,-0.841,0.006,-0.858,-0.186,-0.346,11.2710292,-54.58771,4.48235,-8.2323424,3.083348,997.1
722,NY8091SW,CA66,1/20/04,1/27/04,1/23/04,-1.31,-1.31,-1.31,-1.31,0.672,0.127,0.5,0.433,-2.783,-3.012,0.655,-1.713333333,8.7714432,-51.1455104,4.48235,-7.4896192,3.083348,522
723,NY8272SW,CA66,1/27/04,2/3/04,1/30/04,-1.31,0.77,-1.31,-0.616666667,0.127,0.031,0.402,0.186666667,-3.012,-0.577,-2.557,-2.048666667,12.9468128,-48.5562272,4.48235,-7.68788,3.083348,1520.6
724,NY8545SW,CA66,2/3/04,2/10/04,2/6/04,0.77,0.77,0.77,0.77,0.031,1.403,0.638,0.690666667,-0.577,0.127,0.082,-0.122666667,10.4316642,-43.8977566,4.48235,-6.7911776,3.083348,291.9
725,NY8908SW,CA66,2/10/04,2/17/04,2/13/04,0.77,0.77,0.77,0.77,1.403,1.277,1.484,1.388,0.127,-1.466,-1.069,-0.802666667,-2.211049,-24.1585434,4.48235,-2.7434368,3.083348,229
726,NY9322SW,CA66,2/17/04,2/24/04,2/20/04,0.77,0.77,0.77,0.77,1.277,0.334,1.12,0.910333333,-1.466,-2.818,-2.137,-2.140333333,6.9366184,-78.7441752,4.48235,-10.7100992,3.083348,3342.7
727,NY9371SW,CA66,2/24/04,3/2/04,2/27/04,0.77,-0.11,0.77,0.476666667,0.334,-0.341,-0.085,-0.030666667,-2.818,-0.908,-3.13,-2.285333333,10.6815838,-48.720093,4.48235,-7.4252096,3.083348,3212.9
728,NZ0707SW,CA66,3/23/04,3/30/04,3/26/04,-0.11,-0.11,-0.11,-0.11,-0.598,1.517,0.289,0.402666667,-1.603,-0.831,-0.203,-0.879,3.9386792,-38.7487064,4.48235,-5.3359232,3.083348,274.5
729,NZ8175SW,CA66,10/12/04,10/19/04,10/15/04,-0.42,-0.42,-0.42,-0.42,0.362,-1.576,-1.625,-0.946333333,-0.578,-2.04,-1.05,-1.222666667,14.8975122,-46.2834798,4.48235,-7.647624,3.083348,3648
730,NZ8469SW,CA66,10/19/04,10/26/04,10/22/04,-0.42,-0.42,-0.42,-0.42,-1.576,-0.789,-1.132,-1.165666667,-2.04,-1.123,-0.289,-1.150666667,17.3372338,-46.9837262,4.48235,-8.04012,3.083348,3009.5
731,TA0001SW,CA66,11/30/04,12/7/04,12/3/04,-1.06,-0.94,-0.94,-0.98,-0.38,0.11,0.025,-0.081666667,0.451,0.722,1.464,0.879,15.2584134,-65.2776634,4.48235,-10.0670096,3.083348,1457.9
732,TA0836SW,CA66,12/21/04,12/28/04,12/24/04,-0.94,-0.94,-0.94,-0.94,-0.181,-1.055,-0.497,-0.577666667,0.84,2.69,1.452,1.660666667,13.8663144,-104.1158936,4.48235,-14.747776,3.083348,4017.5
733,TA1153SW,CA66,12/28/04,1/4/05,12/31/04,-0.94,0.2,-0.94,-0.56,-1.055,-0.76,-0.628,-0.814333333,2.69,4.45,3.133,3.424333333,17.6556734,-41.3756482,4.48235,-7.3789152,3.083348,3896.6
734,TA1153SW,CA66,12/28/04,1/4/05,1/1/05,-0.94,0.2,0.2,-0.18,-1.055,-0.76,-0.852,-0.889,2.69,4.45,3.09,3.41,21.48348773,-40.17485307,4.48235,-7.7072926,3.083348,3896.6
735,TA1373SW,CA66,1/4/05,1/11/05,1/7/05,0.2,0.2,0.2,0.2,-0.76,-0.615,-1.447,-0.940666667,4.45,1.723,3.648,3.273666667,16.65252833,-43.22073833,0.975550101,-7.484158333,0.313614413,3501.2
736,TA1373SW,CA66,1/4/05,1/11/05,1/8/05,0.2,0.2,0.2,0.2,-0.76,-0.615,-1.531,-0.968666667,4.45,1.723,3.482,3.218333333,16.65252833,-43.22073833,0.975550101,-7.484158333,0.313614413,3501.2
737,TA1710SW,CA66,1/11/05,1/18/05,1/14/05,0.2,0.2,0.2,0.2,-0.615,0.355,-0.017,-0.092333333,1.723,0.69,-1.5,0.304333333,14.651941,-51.648127,1.314020548,-8.2875085,0.208050475,158.3
738,TA1710SW,CA66,1/11/05,1/18/05,1/15/05,0.2,0.2,0.2,0.2,-0.615,0.355,0.118,-0.047333333,1.723,0.69,-0.952,0.487,14.651941,-51.648127,1.314020548,-8.2875085,0.208050475,158.3
739,TA2186SW,CA66,1/25/05,2/1/05,1/28/05,0.2,-2.99,0.2,-0.863333333,1.098,0.16,0.46,0.572666667,-3.819,-1.209,-2.185,-2.404333333,13.850043,-21.48379887,1.270761976,-4.416730233,0.240977177,758.3
740,TA2186SW,CA66,1/25/05,2/1/05,1/29/05,0.2,-2.99,0.2,-0.863333333,1.098,0.16,0.247,0.501666667,-3.819,-1.209,-1.939,-2.322333333,13.850043,-21.48379887,1.270761976,-4.416730233,0.240977177,758.3
741,TA2758SW,CA66,2/8/05,2/15/05,2/11/05,-2.99,-2.99,-2.99,-2.99,-0.01,0.665,0.411,0.355333333,1.047,-1.463,1.306,0.296666667,13.5541396,-67.46210093,1.40443405,-10.12703007,0.238021007,1400
742,TA2758SW,CA66,2/8/05,2/15/05,2/12/05,-2.99,-2.99,-2.99,-2.99,-0.01,0.665,0.491,0.382,1.047,-1.463,-0.11,-0.175333333,13.5541396,-67.46210093,1.40443405,-10.12703007,0.238021007,1400
743,TA2999SW,CA66,2/15/05,2/22/05,2/18/05,-2.99,-2.99,-2.99,-2.99,0.665,0.199,0.361,0.408333333,-1.463,-2.517,-1.062,-1.680666667,12.19315307,-65.32776267,1.170796737,-9.690114467,0.30029985,3821.5
744,TA2999SW,CA66,2/15/05,2/22/05,2/19/05,-2.99,-2.99,-2.99,-2.99,0.665,0.199,0.296,0.386666667,-1.463,-2.517,-1.126,-1.702,12.19315307,-65.32776267,1.170796737,-9.690114467,0.30029985,3821.5
745,TA3265SW,CA66,2/22/05,3/1/05,2/25/05,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.227,0.429666667,-2.517,-2.726,-3.882,-3.041666667,18.09347553,-45.9511994,0.931495035,-8.005584367,0.422214401,922.7
746,TA3265SW,CA66,2/22/05,3/1/05,2/26/05,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.512,0.524666667,-2.517,-2.726,-4.337,-3.193333333,18.09347553,-45.9511994,0.931495035,-8.005584367,0.422214401,922.7
747,TA3593SW,CA66,3/1/05,3/8/05,3/4/05,-0.26,-0.26,-0.26,-0.26,0.863,0.975,1.182,1.006666667,-2.726,-2.84,-0.81,-2.125333333,11.44648027,-42.7188248,0.937006937,-6.770663133,0.349555432,1414.3
748,TA3593SW,CA66,3/1/05,3/8/05,3/5/05,-0.26,-0.26,-0.26,-0.26,0.863,0.975,1.035,0.957666667,-2.726,-2.84,-1.26,-2.275333333,11.44648027,-42.7188248,0.937006937,-6.770663133,0.349555432,1414.3
749,TA4097SW,CA66,3/15/05,3/22/05,3/18/05,-0.26,-0.26,-0.26,-0.26,-0.45,0.537,0.161,0.082666667,-1.433,-0.727,-2.256,-1.472,15.6461998,-18.50382793,1.123146918,-4.268753467,0.24261286,1699.9
750,TA4097SW,CA66,3/15/05,3/22/05,3/19/05,-0.26,-0.26,-0.26,-0.26,-0.45,0.537,0.092,0.059666667,-1.433,-0.727,-2.6,-1.586666667,15.6461998,-18.50382793,1.123146918,-4.268753467,0.24261286,1699.9
751,TA4473SW,CA66,3/22/05,3/29/05,3/25/05,-0.26,-0.26,-0.26,-0.26,0.537,0.563,-0.165,0.311666667,-0.727,-0.32,-0.409,-0.485333333,11.72156653,-47.40613773,0.866345197,-7.390963033,0.278030574,1762.4
752,TA4473SW,CA66,3/22/05,3/29/05,3/26/05,-0.26,-0.26,-0.26,-0.26,0.537,0.563,0.09,0.396666667,-0.727,-0.32,-1.009,-0.685333333,11.72156653,-47.40613773,0.866345197,-7.390963033,0.278030574,1762.4
753,TA4685SW,CA66,3/29/05,4/5/05,4/1/05,-0.26,-1.22,-1.22,-0.9,0.563,1.506,0.772,0.947,-0.32,0.55,0.341,0.190333333,14.41629093,-46.76371413,1.422422581,-7.647500633,0.313261871,339.5
754,TA4685SW,CA66,3/29/05,4/5/05,4/2/05,-0.26,-1.22,-1.22,-0.9,0.563,1.506,0.767,0.945333333,-0.32,0.55,1.227,0.485666667,14.41629093,-46.76371413,1.422422581,-7.647500633,0.313261871,339.5001
755,TA4886SW,CA66,4/5/05,4/12/05,4/8/05,-1.22,-1.22,-1.22,-1.22,1.506,0.839,0.688,1.011,0.55,0.44,0.63,0.54,11.62597933,-12.2625444,1.285066924,-2.986065467,0.267832037,438.6
756,TA4886SW,CA66,4/5/05,4/12/05,4/9/05,-1.22,-1.22,-1.22,-1.22,1.506,0.839,0.49,0.945,0.55,0.44,1.18,0.723333333,11.62597933,-12.2625444,1.285066924,-2.986065467,0.267832037,438.6
757,TA5480SW,CA66,4/19/05,4/26/05,4/22/05,-1.22,-1.22,-1.22,-1.22,0.145,1.777,1.184,1.035333333,0.019,-1.836,0.246,-0.523666667,14.84442367,-14.6692214,1.097968123,-3.689205633,0.246197076,168.1
758,TA5480SW,CA66,4/19/05,4/26/05,4/23/05,-1.22,-1.22,-1.22,-1.22,0.145,1.777,1.412,1.111333333,0.019,-1.836,0.74,-0.359,14.84442367,-14.6692214,1.097968123,-3.689205633,0.246197076,168.1
759,TA5712SW,CA66,4/26/05,5/3/05,4/29/05,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.242,0.678333333,-1.836,-0.094,-2.393,-1.441,15.58897113,-46.3312518,1.252592911,-7.740027867,0.329004559,1183.4
760,TA5712SW,CA66,4/26/05,5/3/05,4/30/05,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.281,0.691333333,-1.836,-0.094,-1.714,-1.214666667,15.58897113,-46.3312518,1.252592911,-7.740027867,0.329004559,1183.4
761,TA5972SW,CA66,5/3/05,5/10/05,5/6/05,-1.46,-1.46,-1.46,-1.46,0.016,1.288,0.779,0.694333333,-0.094,-1.603,-0.281,-0.659333333,11.3547096,-25.06407253,0.714124639,-4.552347767,0.307182356,681.5
762,TA5972SW,CA66,5/3/05,5/10/05,5/7/05,-1.46,-1.46,-1.46,-1.46,0.016,1.288,0.98,0.761333333,-0.094,-1.603,-0.77,-0.822333333,11.3547096,-25.06407253,0.714124639,-4.552347767,0.307182356,681.5
763,TB3164SW,CA66,11/8/05,11/15/05,11/11/05,-0.42,-0.42,-0.42,-0.42,-0.64,-0.574,-0.631,-0.615,-0.061,0.276,1.04,0.418333333,15.335982,-73.49663853,1.440382588,-11.10407757,0.4348425,320.2
764,TB3164SW,CA66,11/8/05,11/15/05,11/12/05,-0.42,-0.42,-0.42,-0.42,-0.64,-0.574,-0.818,-0.677333333,-0.061,0.276,0.208,0.141,15.335982,-73.49663853,1.440382588,-11.10407757,0.4348425,320.2
765,TB3721SW,CA66,11/22/05,11/29/05,11/25/05,-0.42,-0.42,-0.42,-0.42,0.985,-1.093,0.767,0.219666667,-0.924,-0.924,-1.446,-1.098,3.756866533,-22.9696044,0.423137094,-3.340808867,0.29814426,277.8
766,TB3721SW,CA66,11/22/05,11/29/05,11/26/05,-0.42,-0.42,-0.42,-0.42,0.985,-1.093,0.144,0.012,-0.924,-0.924,-0.898,-0.915333333,3.756866533,-22.9696044,0.423137094,-3.340808867,0.29814426,277.8
767,TB4196SW,CA66,11/29/05,12/6/05,12/2/05,-0.42,0.01,0.01,-0.133333333,-1.093,0.499,-0.609,-0.401,-0.924,-3.454,-2.097,-2.158333333,9.279855467,-51.11984773,1.833381575,-7.5499629,0.410864941,1304.8
768,TB4196SW,CA66,11/29/05,12/6/05,12/3/05,-0.42,0.01,0.01,-0.133333333,-1.093,0.499,-0.453,-0.349,-0.924,-3.454,-2.679,-2.352333333,9.279855467,-51.11984773,1.833381575,-7.5499629,0.410864941,1304.8
769,TB4498SW,CA66,12/13/05,12/20/05,12/16/05,0.01,0.01,0.01,0.01,0.584,1.161,1.236,0.993666667,-1.643,-1.706,-2.601,-1.983333333,17.850606,-31.8001396,4.48235,-6.2063432,3.083348,723.4
770,TB4498SW,CA66,12/13/05,12/20/05,12/17/05,0.01,0.01,0.01,0.01,0.584,1.161,1.051,0.932,-1.643,-1.706,-2.345,-1.898,19.67813473,-33.81910367,4.48235,-6.6871548,3.083348,723.4
771,TB4724SW,CA66,12/20/05,12/27/05,12/23/05,0.01,0.01,0.01,0.01,1.161,1.274,0.952,1.129,-1.706,-2.899,-2.06,-2.221666667,10.62934,-41.818212,4.48235,-6.555944,3.083348,935.6
772,TB4724SW,CA66,12/20/05,12/27/05,12/24/05,0.01,0.01,0.01,0.01,1.161,1.274,1.275,1.236666667,-1.706,-2.899,-2.75,-2.451666667,12.23407413,-42.3908608,4.48235,-6.828116867,3.083348,935.6
773,TB5053SW,CA66,12/27/05,1/3/06,12/30/05,0.01,1.29,0.01,0.436666667,1.274,0.039,1.013,0.775333333,-2.899,-0.824,-2.182,-1.968333333,10.8358366,-82.73204047,1.203804801,-11.69598463,0.346018786,7359.5
774,TB5525SW,CA66,1/10/06,1/17/06,1/13/06,1.29,1.29,1.29,1.29,0.147,0.113,0.105,0.121666667,2.884,-0.566,1.473,1.263666667,12.51192713,-48.12026327,1.381038015,-7.5790238,0.387731866,428.1
775,TB6856SW,CA66,2/14/06,2/21/06,2/17/06,-0.12,-0.12,-0.12,-0.12,0.647,-1.159,-0.84,-0.450666667,0.884,2.375,1.355,1.538,23.03986787,-57.23348253,0.971192051,-10.0341688,0.179025138,350.7
776,TB7120SW,CA66,2/21/06,2/28/06,2/24/06,-0.12,-0.12,-0.12,-0.12,-1.159,-1.721,-1.783,-1.554333333,2.375,-2.029,-0.121,0.075,10.56349053,-32.052278,0.96241675,-5.326971067,0.274827218,2559.4
777,TB7397SW,CA66,2/28/06,3/7/06,3/3/06,-0.12,1.32,1.32,0.84,-1.721,0.124,-0.693,-0.763333333,-2.029,1.054,-1.667,-0.880666667,22.3769864,-48.0357,1.160239199,-8.8015858,0.259857653,1819.8
778,TB7672SW,CA66,3/7/06,3/14/06,3/10/06,1.32,1.32,1.32,1.32,0.124,-0.677,-0.857,-0.47,1.054,-2.013,0.111,-0.282666667,22.82284527,-57.6054966,1.471275977,-10.05354273,0.321933223,2617.6
779,TB7957SW,CA66,3/14/06,3/21/06,3/17/06,1.32,1.32,1.32,1.32,-0.677,-0.107,-0.37,-0.384666667,-2.013,-3.822,-2.825,-2.886666667,16.71106313,-48.90223233,0.869433724,-8.201661933,0.312854599,1700
780,TB8208SW,CA66,3/21/06,3/28/06,3/24/06,1.32,1.32,1.32,1.32,-0.107,-0.142,0.374,0.041666667,-3.822,-0.913,-2.801,-2.512,11.31870587,-25.61582373,1.120771609,-4.6168162,0.272532567,468.7
