Year,Month,Day,Daily PNA Value
1967,12,28,-0.148
1967,12,29,-0.430
1967,12,30,-0.561
1967,12,31,-0.575
1968,1,1,-0.753
1968,1,2,-0.875
1968,1,3,-1.045
1968,1,4,-0.927
1968,1,5,-0.996
1968,1,6,-1.154
1968,1,7,-1.122
1968,1,8,-1.155
1968,1,9,-1.265
1968,1,10,-1.171
1968,1,11,-0.980
1968,1,12,-0.735
1968,1,13,-0.375
1968,1,14,-0.157
1968,1,15,-0.097
1968,1,16,0.186
1968,1,17,0.307
1968,1,18,0.566
1968,1,19,0.713
1968,1,20,0.612
1968,1,21,0.431
1968,1,22,0.514
1968,1,23,0.458
1968,1,24,0.044
1968,1,25,-0.568
1968,1,26,-1.069
1968,1,27,-1.289
1968,1,28,-1.437
1968,1,29,-1.380
1968,1,30,-1.237
1968,1,31,-1.109
1968,2,1,-0.823
1968,2,2,-0.645
1968,2,3,-0.268
1968,2,4,0.022
1968,2,5,0.234
1968,2,6,0.468
1968,2,7,0.687
1968,2,8,0.881
1968,2,9,0.939
1968,2,10,1.053
1968,2,11,0.956
1968,2,12,0.829
1968,2,13,0.824
1968,2,14,0.504
1968,2,15,0.244
1968,2,16,0.083
1968,2,17,0.009
1968,2,18,0.295
1968,2,19,0.630
1968,2,20,0.728
1968,2,21,0.933
1968,2,22,1.478
1968,2,23,1.736
1968,2,24,1.557
1968,2,25,1.403
1968,2,26,1.618
1968,2,27,1.976
1968,2,28,2.291
1968,2,29,2.353
1968,3,1,2.028
1968,3,2,1.443
1968,3,3,1.413
1968,3,4,1.291
1968,3,5,1.164
1968,3,6,0.935
1968,3,7,0.795
1968,3,8,0.509
1968,3,9,0.166
1968,3,10,-0.040
1968,3,11,0.082
1968,3,12,0.141
1968,3,13,-0.020
1968,3,14,-0.459
1968,3,15,-0.671
1968,3,16,-0.375
1968,3,17,-0.132
1968,3,18,-0.021
1968,3,19,-0.142
1968,3,20,-0.053
1968,3,21,0.161
1968,3,22,0.295
1968,3,23,0.311
1968,3,24,0.228
1968,3,25,0.160
1968,3,26,0.291
1968,3,27,0.236
1968,3,28,-0.057
1968,3,29,-0.162
1968,3,30,-0.267
1968,3,31,-0.310
1968,4,1,-0.402
1968,4,2,-0.352
1968,4,3,-0.049
1968,4,4,-0.091
1968,4,5,-0.550
1968,4,6,-0.875
1968,4,7,-0.940
1968,4,8,-0.871
1968,4,9,-0.757
1968,4,10,-0.774
1968,4,11,-0.838
1968,4,12,-0.801
1968,4,13,-1.064
1968,4,14,-1.189
1968,4,15,-1.018
1968,4,16,-0.661
1968,4,17,-0.272
1968,4,18,-0.278
1968,4,19,-0.085
1968,4,20,0.327
1968,4,21,0.441
1968,4,22,0.454
1968,4,23,0.353
1968,4,24,-0.012
1968,4,25,-0.321
1968,4,26,-0.074
1968,4,27,-0.174
1968,4,28,-0.376
1968,4,29,-0.276
1968,4,30,-0.029
1968,5,1,0.115
1968,5,2,-0.005
1968,5,3,-0.387
1968,5,4,-0.621
1968,5,5,-0.638
1968,5,6,-0.525
1968,5,7,-0.263
1968,5,8,-0.108
1968,5,9,-0.102
1968,5,10,-0.223
1968,5,11,-0.403
1968,5,12,-0.424
1968,5,13,-0.252
1968,5,14,-0.339
1968,5,15,-0.495
1968,5,16,-0.442
1968,5,17,0.087
1968,5,18,0.807
1968,5,19,0.994
1968,5,20,0.653
1968,5,21,0.399
1968,5,22,0.187
1968,5,23,-0.167
1968,5,24,-0.446
1968,5,25,-0.536
1968,5,26,-0.227
1968,5,27,0.094
1968,5,28,0.191
1968,5,29,0.208
1968,5,30,0.150
1968,5,31,-0.205
1968,6,1,-0.346
1968,6,2,-0.379
1968,6,3,-0.247
1968,6,4,-0.371
1968,6,5,-0.647
1968,6,6,-0.577
1968,6,7,-0.250
1968,6,8,0.138
1968,6,9,0.619
1968,6,10,0.515
1968,6,11,0.205
1968,6,12,0.428
1968,6,13,0.278
1968,6,14,-0.241
1968,6,15,-0.483
1968,6,16,-0.525
1968,6,17,-0.236
1968,6,18,0.224
1968,6,19,0.513
1968,6,20,0.469
1968,6,21,0.318
1968,6,22,0.576
1968,6,23,1.338
1968,6,24,1.551
1968,6,25,1.486
1968,6,26,1.523
1968,6,27,1.340
1968,6,28,0.820
1968,6,29,-0.008
1968,6,30,-0.180
1968,7,1,-0.234
1968,7,2,0.214
1968,7,3,0.784
1968,7,4,1.470
1968,7,5,1.428
1968,7,6,1.053
1968,7,7,0.998
1968,7,8,1.275
1968,7,9,1.479
1968,7,10,1.734
1968,7,11,2.036
1968,7,12,1.653
1968,7,13,1.254
1968,7,14,0.806
1968,7,15,0.442
1968,7,16,-0.172
1968,7,17,-0.645
1968,7,18,-0.760
1968,7,19,-0.752
1968,7,20,-0.922
1968,7,21,-0.900
1968,7,22,-0.806
1968,7,23,-0.810
1968,7,24,-0.440
1968,7,25,-0.333
1968,7,26,-0.184
1968,7,27,0.485
1968,7,28,1.494
1968,7,29,1.845
1968,7,30,1.980
1968,7,31,1.452
1968,8,1,1.403
1968,8,2,1.396
1968,8,3,1.291
1968,8,4,1.264
1968,8,5,1.253
1968,8,6,1.214
1968,8,7,1.067
1968,8,8,1.255
1968,8,9,1.488
1968,8,10,1.914
1968,8,11,2.120
1968,8,12,2.378
1968,8,13,2.048
1968,8,14,1.597
1968,8,15,1.307
1968,8,16,0.923
1968,8,17,0.658
1968,8,18,0.328
1968,8,19,0.139
1968,8,20,0.009
1968,8,21,-0.191
1968,8,22,-0.137
1968,8,23,-0.142
1968,8,24,-0.321
1968,8,25,-0.366
1968,8,26,-0.038
1968,8,27,-0.139
1968,8,28,-0.308
1968,8,29,-0.266
1968,8,30,-0.147
1968,8,31,-0.105
1968,9,1,-0.218
1968,9,2,-0.290
1968,9,3,-0.193
1968,9,4,-0.250
1968,9,5,-0.380
1968,9,6,-0.704
1968,9,7,-1.085
1968,9,8,-1.511
1968,9,9,-1.366
1968,9,10,-0.756
1968,9,11,-0.436
1968,9,12,-0.505
1968,9,13,-0.393
1968,9,14,-0.013
1968,9,15,0.243
1968,9,16,0.463
1968,9,17,0.422
1968,9,18,0.205
1968,9,19,-0.001
1968,9,20,-0.543
1968,9,21,-0.684
1968,9,22,-0.936
1968,9,23,-0.786
1968,9,24,-0.617
1968,9,25,-0.343
1968,9,26,0.129
1968,9,27,-0.074
1968,9,28,-0.494
1968,9,29,-0.891
1968,9,30,-1.379
1968,10,1,-1.921
1968,10,2,-1.433
1968,10,3,-0.970
1968,10,4,-0.630
1968,10,5,-0.573
1968,10,6,-0.902
1968,10,7,-1.361
1968,10,8,-1.602
1968,10,9,-1.910
1968,10,10,-1.909
1968,10,11,-1.626
1968,10,12,-1.239
1968,10,13,-0.976
1968,10,14,-0.919
1968,10,15,-0.426
1968,10,16,0.282
1968,10,17,0.499
1968,10,18,0.186
1968,10,19,0.098
1968,10,20,0.218
1968,10,21,0.645
1968,10,22,1.036
1968,10,23,1.294
1968,10,24,1.500
1968,10,25,1.441
1968,10,26,1.121
1968,10,27,1.289
1968,10,28,1.394
1968,10,29,1.343
1968,10,30,1.077
1968,10,31,0.957
1968,11,1,0.857
1968,11,2,0.799
1968,11,3,0.781
1968,11,4,0.646
1968,11,5,0.526
1968,11,6,0.425
1968,11,7,0.508
1968,11,8,0.754
1968,11,9,0.643
1968,11,10,0.441
1968,11,11,0.315
1968,11,12,0.108
1968,11,13,-0.062
1968,11,14,-0.015
1968,11,15,0.190
1968,11,16,0.429
1968,11,17,0.849
1968,11,18,1.317
1968,11,19,1.493
1968,11,20,1.331
1968,11,21,1.048
1968,11,22,0.643
1968,11,23,0.308
1968,11,24,-0.058
1968,11,25,-0.109
1968,11,26,-0.082
1968,11,27,0.007
1968,11,28,0.389
1968,11,29,0.317
1968,11,30,-0.152
1968,12,1,-0.638
1968,12,2,-0.826
1968,12,3,-0.782
1968,12,4,-0.603
1968,12,5,-0.629
1968,12,6,-0.553
1968,12,7,-0.481
1968,12,8,-0.493
1968,12,9,-0.384
1968,12,10,-0.250
1968,12,11,-0.344
1968,12,12,-0.316
1968,12,13,-0.301
1968,12,14,-0.284
1968,12,15,-0.018
1968,12,16,-0.150
1968,12,17,-0.348
1968,12,18,-0.527
1968,12,19,-0.730
1968,12,20,-0.955
1968,12,21,-0.959
1968,12,22,-1.134
1968,12,23,-1.234
1968,12,24,-1.007
1968,12,25,-0.853
1968,12,26,-1.072
1968,12,27,-1.072
1968,12,28,-1.000
1968,12,29,-0.925
1968,12,30,-0.966
1968,12,31,-0.989
1969,1,1,-0.784
1969,1,2,-0.431
1969,1,3,-0.122
1969,1,4,-0.129
1969,1,5,-0.419
1969,1,6,-0.892
1969,1,7,-1.362
1969,1,8,-1.458
1969,1,9,-1.247
1969,1,10,-1.143
1969,1,11,-1.121
1969,1,12,-1.238
1969,1,13,-1.074
1969,1,14,-0.946
1969,1,15,-0.803
1969,1,16,-0.840
1969,1,17,-0.827
1969,1,18,-0.757
1969,1,19,-0.894
1969,1,20,-0.874
1969,1,21,-0.839
1969,1,22,-0.950
1969,1,23,-0.854
1969,1,24,-0.866
1969,1,25,-1.069
1969,1,26,-1.466
1969,1,27,-1.702
1969,1,28,-1.730
1969,1,29,-1.952
1969,1,30,-2.274
1969,1,31,-2.426
1969,2,1,-2.213
1969,2,2,-1.869
1969,2,3,-1.512
1969,2,4,-1.234
1969,2,5,-1.161
1969,2,6,-0.996
1969,2,7,-0.682
1969,2,8,-0.486
1969,2,9,-0.325
1969,2,10,-0.080
1969,2,11,-0.136
1969,2,12,-0.261
1969,2,13,-0.125
1969,2,14,-0.177
1969,2,15,-0.222
1969,2,16,-0.146
1969,2,17,0.041
1969,2,18,0.078
1969,2,19,-0.101
1969,2,20,-0.262
1969,2,21,-0.443
1969,2,22,-0.679
1969,2,23,-0.440
1969,2,24,-0.160
1969,2,25,0.074
1969,2,26,0.339
1969,2,27,0.432
1969,2,28,0.350
1969,3,1,1.276
1969,3,2,1.326
1969,3,3,1.276
1969,3,4,0.898
1969,3,5,0.586
1969,3,6,0.381
1969,3,7,0.250
1969,3,8,0.172
1969,3,9,0.276
1969,3,10,0.420
1969,3,11,0.631
1969,3,12,0.753
1969,3,13,0.619
1969,3,14,0.613
1969,3,15,0.682
1969,3,16,0.691
1969,3,17,0.609
1969,3,18,0.459
1969,3,19,0.200
1969,3,20,0.218
1969,3,21,0.148
1969,3,22,0.150
1969,3,23,0.347
1969,3,24,0.346
1969,3,25,0.029
1969,3,26,-0.273
1969,3,27,-0.520
1969,3,28,-0.678
1969,3,29,-0.744
1969,3,30,-0.554
1969,3,31,-0.564
1969,4,1,-0.756
1969,4,2,-0.606
1969,4,3,-0.454
1969,4,4,-0.043
1969,4,5,0.207
1969,4,6,0.436
1969,4,7,0.805
1969,4,8,1.006
1969,4,9,0.955
1969,4,10,0.839
1969,4,11,0.741
1969,4,12,0.654
1969,4,13,0.576
1969,4,14,0.534
1969,4,15,0.690
1969,4,16,0.648
1969,4,17,0.412
1969,4,18,0.384
1969,4,19,0.027
1969,4,20,-0.394
1969,4,21,-0.455
1969,4,22,0.021
1969,4,23,0.704
1969,4,24,0.848
1969,4,25,0.831
1969,4,26,0.971
1969,4,27,0.691
1969,4,28,0.397
1969,4,29,0.418
1969,4,30,0.750
1969,5,1,0.637
1969,5,2,0.399
1969,5,3,0.055
1969,5,4,0.189
1969,5,5,0.519
1969,5,6,0.723
1969,5,7,0.476
1969,5,8,-0.242
1969,5,9,-0.221
1969,5,10,0.398
1969,5,11,0.701
1969,5,12,0.679
1969,5,13,0.229
1969,5,14,-0.105
1969,5,15,-0.187
1969,5,16,0.052
1969,5,17,0.573
1969,5,18,1.032
1969,5,19,1.117
1969,5,20,1.249
1969,5,21,1.263
1969,5,22,1.397
1969,5,23,1.420
1969,5,24,1.367
1969,5,25,1.222
1969,5,26,0.960
1969,5,27,0.772
1969,5,28,0.421
1969,5,29,-0.122
1969,5,30,-0.025
1969,5,31,0.168
1969,6,1,0.247
1969,6,2,0.526
1969,6,3,0.869
1969,6,4,0.852
1969,6,5,0.954
1969,6,6,1.320
1969,6,7,1.802
1969,6,8,2.131
1969,6,9,2.395
1969,6,10,2.393
1969,6,11,2.164
1969,6,12,1.774
1969,6,13,1.131
1969,6,14,0.411
1969,6,15,0.416
1969,6,16,1.075
1969,6,17,1.604
1969,6,18,1.941
1969,6,19,2.052
1969,6,20,1.674
1969,6,21,1.435
1969,6,22,1.158
1969,6,23,0.361
1969,6,24,-0.373
1969,6,25,-0.900
1969,6,26,-0.594
1969,6,27,-0.651
1969,6,28,-0.963
1969,6,29,-1.131
1969,6,30,-0.740
1969,7,1,-0.256
1969,7,2,-0.336
1969,7,3,-0.556
1969,7,4,-0.451
1969,7,5,-0.104
1969,7,6,-0.049
1969,7,7,0.549
1969,7,8,1.343
1969,7,9,1.503
1969,7,10,1.215
1969,7,11,0.687
1969,7,12,0.617
1969,7,13,0.749
1969,7,14,0.723
1969,7,15,0.346
1969,7,16,0.464
1969,7,17,0.951
1969,7,18,1.147
1969,7,19,0.861
1969,7,20,0.321
1969,7,21,-0.030
1969,7,22,-0.418
1969,7,23,-0.352
1969,7,24,-0.556
1969,7,25,-0.790
1969,7,26,-0.998
1969,7,27,-1.100
1969,7,28,-0.795
1969,7,29,-0.688
1969,7,30,-0.666
1969,7,31,-0.926
1969,8,1,-1.222
1969,8,2,-1.662
1969,8,3,-1.829
1969,8,4,-1.613
1969,8,5,-1.792
1969,8,6,-1.268
1969,8,7,-0.698
1969,8,8,-0.399
1969,8,9,-0.230
1969,8,10,0.185
1969,8,11,0.287
1969,8,12,0.287
1969,8,13,0.457
1969,8,14,0.479
1969,8,15,0.447
1969,8,16,0.532
1969,8,17,0.610
1969,8,18,0.590
1969,8,19,0.656
1969,8,20,0.605
1969,8,21,0.631
1969,8,22,0.534
1969,8,23,0.287
1969,8,24,-0.052
1969,8,25,-0.708
1969,8,26,-0.941
1969,8,27,-0.666
1969,8,28,-0.224
1969,8,29,-0.116
1969,8,30,0.166
1969,8,31,0.534
1969,9,1,1.036
1969,9,2,1.296
1969,9,3,0.795
1969,9,4,0.267
1969,9,5,-0.009
1969,9,6,0.024
1969,9,7,0.355
1969,9,8,0.853
1969,9,9,0.903
1969,9,10,0.863
1969,9,11,1.224
1969,9,12,1.660
1969,9,13,2.073
1969,9,14,1.959
1969,9,15,1.595
1969,9,16,1.461
1969,9,17,1.356
1969,9,18,1.532
1969,9,19,1.636
1969,9,20,1.485
1969,9,21,1.042
1969,9,22,0.995
1969,9,23,0.686
1969,9,24,0.149
1969,9,25,-0.285
1969,9,26,-0.284
1969,9,27,-0.325
1969,9,28,-0.694
1969,9,29,-1.485
1969,9,30,-1.655
1969,10,1,-0.843
1969,10,2,-0.825
1969,10,3,0.172
1969,10,4,0.872
1969,10,5,0.957
1969,10,6,1.606
1969,10,7,2.081
1969,10,8,2.157
1969,10,9,1.626
1969,10,10,1.195
1969,10,11,1.407
1969,10,12,1.142
1969,10,13,0.938
1969,10,14,0.848
1969,10,15,0.672
1969,10,16,0.095
1969,10,17,-0.163
1969,10,18,-0.567
1969,10,19,-0.893
1969,10,20,-0.940
1969,10,21,-0.793
1969,10,22,-0.663
1969,10,23,-0.558
1969,10,24,-0.889
1969,10,25,-1.050
1969,10,26,-0.773
1969,10,27,-0.448
1969,10,28,-0.251
1969,10,29,0.068
1969,10,30,0.134
1969,10,31,0.231
1969,11,1,0.421
1969,11,2,0.398
1969,11,3,0.188
1969,11,4,0.003
1969,11,5,-0.422
1969,11,6,-0.462
1969,11,7,-0.171
1969,11,8,0.222
1969,11,9,-0.026
1969,11,10,-0.553
1969,11,11,-0.766
1969,11,12,-0.706
1969,11,13,-0.543
1969,11,14,-0.851
1969,11,15,-1.222
1969,11,16,-1.589
1969,11,17,-1.277
1969,11,18,-0.694
1969,11,19,-0.179
1969,11,20,0.101
1969,11,21,0.022
1969,11,22,0.119
1969,11,23,0.302
1969,11,24,0.398
1969,11,25,0.636
1969,11,26,0.984
1969,11,27,1.214
1969,11,28,1.643
1969,11,29,1.662
1969,11,30,1.662
1969,12,1,1.581
1969,12,2,1.665
1969,12,3,1.308
1969,12,4,1.195
1969,12,5,1.516
1969,12,6,1.534
1969,12,7,1.485
1969,12,8,1.085
1969,12,9,0.758
1969,12,10,0.724
1969,12,11,0.668
1969,12,12,0.538
1969,12,13,0.513
1969,12,14,0.696
1969,12,15,0.943
1969,12,16,1.076
1969,12,17,1.024
1969,12,18,1.108
1969,12,19,1.178
1969,12,20,1.163
1969,12,21,1.101
1969,12,22,0.892
1969,12,23,0.579
1969,12,24,0.449
1969,12,25,0.529
1969,12,26,0.547
1969,12,27,0.597
1969,12,28,0.714
1969,12,29,0.890
1969,12,30,0.947
1969,12,31,0.857
1970,1,1,0.599
1970,1,2,0.117
1970,1,3,-0.089
1970,1,4,-0.259
1970,1,5,-0.267
1970,1,6,0.184
1970,1,7,0.614
1970,1,8,0.710
1970,1,9,0.533
1970,1,10,0.027
1970,1,11,-0.321
1970,1,12,-0.383
1970,1,13,-0.141
1970,1,14,0.325
1970,1,15,0.550
1970,1,16,0.440
1970,1,17,0.345
1970,1,18,0.601
1970,1,19,0.902
1970,1,20,1.067
1970,1,21,1.113
1970,1,22,0.994
1970,1,23,0.755
1970,1,24,0.242
1970,1,25,-0.065
1970,1,26,-0.020
1970,1,27,-0.165
1970,1,28,-0.255
1970,1,29,-0.309
1970,1,30,-0.210
1970,1,31,0.043
1970,2,1,0.139
1970,2,2,0.352
1970,2,3,0.296
1970,2,4,0.235
1970,2,5,0.201
1970,2,6,0.448
1970,2,7,0.645
1970,2,8,0.780
1970,2,9,0.831
1970,2,10,0.897
1970,2,11,1.044
1970,2,12,1.169
1970,2,13,1.013
1970,2,14,0.789
1970,2,15,0.862
1970,2,16,0.894
1970,2,17,0.619
1970,2,18,0.853
1970,2,19,1.082
1970,2,20,1.042
1970,2,21,0.747
1970,2,22,0.837
1970,2,23,0.939
1970,2,24,0.825
1970,2,25,0.573
1970,2,26,0.630
1970,2,27,0.430
1970,2,28,0.137
1970,3,1,-0.197
1970,3,2,-0.106
1970,3,3,0.197
1970,3,4,0.225
1970,3,5,0.415
1970,3,6,0.920
1970,3,7,0.978
1970,3,8,0.838
1970,3,9,0.928
1970,3,10,1.027
1970,3,11,1.016
1970,3,12,1.212
1970,3,13,1.199
1970,3,14,1.322
1970,3,15,1.399
1970,3,16,1.103
1970,3,17,0.857
1970,3,18,0.782
1970,3,19,0.413
1970,3,20,0.309
1970,3,21,0.426
1970,3,22,0.388
1970,3,23,0.469
1970,3,24,0.509
1970,3,25,0.509
1970,3,26,0.295
1970,3,27,-0.143
1970,3,28,-0.564
1970,3,29,-0.671
1970,3,30,-0.744
1970,3,31,-0.867
1970,4,1,-0.978
1970,4,2,-0.892
1970,4,3,-0.688
1970,4,4,-0.534
1970,4,5,-0.261
1970,4,6,0.014
1970,4,7,0.055
1970,4,8,-0.225
1970,4,9,-0.245
1970,4,10,-0.030
1970,4,11,0.426
1970,4,12,0.899
1970,4,13,0.976
1970,4,14,1.001
1970,4,15,1.092
1970,4,16,1.115
1970,4,17,0.733
1970,4,18,0.501
1970,4,19,0.333
1970,4,20,-0.078
1970,4,21,-0.665
1970,4,22,-0.989
1970,4,23,-1.373
1970,4,24,-1.878
1970,4,25,-1.704
1970,4,26,-1.316
1970,4,27,-0.968
1970,4,28,-0.966
1970,4,29,-1.122
1970,4,30,-1.101
1970,5,1,-1.209
1970,5,2,-1.259
1970,5,3,-1.059
1970,5,4,-0.942
1970,5,5,-0.814
1970,5,6,-0.789
1970,5,7,-0.941
1970,5,8,-1.087
1970,5,9,-1.087
1970,5,10,-0.656
1970,5,11,-0.308
1970,5,12,0.063
1970,5,13,0.378
1970,5,14,0.330
1970,5,15,0.055
1970,5,16,-0.040
1970,5,17,-0.060
1970,5,18,0.185
1970,5,19,0.298
1970,5,20,0.397
1970,5,21,0.214
1970,5,22,0.460
1970,5,23,0.890
1970,5,24,1.126
1970,5,25,0.685
1970,5,26,0.347
1970,5,27,0.179
1970,5,28,-0.317
1970,5,29,-0.831
1970,5,30,-0.858
1970,5,31,-0.391
1970,6,1,0.123
1970,6,2,0.421
1970,6,3,0.919
1970,6,4,0.750
1970,6,5,0.320
1970,6,6,-0.014
1970,6,7,-0.249
1970,6,8,-0.239
1970,6,9,-0.537
1970,6,10,-0.723
1970,6,11,-0.505
1970,6,12,-0.035
1970,6,13,0.033
1970,6,14,-0.401
1970,6,15,-0.516
1970,6,16,-0.202
1970,6,17,0.556
1970,6,18,0.716
1970,6,19,0.447
1970,6,20,0.422
1970,6,21,0.685
1970,6,22,0.860
1970,6,23,0.874
1970,6,24,0.897
1970,6,25,0.744
1970,6,26,0.699
1970,6,27,0.740
1970,6,28,0.953
1970,6,29,1.246
1970,6,30,1.937
1970,7,1,1.884
1970,7,2,1.584
1970,7,3,1.567
1970,7,4,1.476
1970,7,5,1.300
1970,7,6,1.102
1970,7,7,1.003
1970,7,8,0.835
1970,7,9,0.849
1970,7,10,1.142
1970,7,11,1.453
1970,7,12,0.942
1970,7,13,0.458
1970,7,14,0.094
1970,7,15,0.226
1970,7,16,0.098
1970,7,17,0.143
1970,7,18,0.435
1970,7,19,0.884
1970,7,20,1.103
1970,7,21,1.120
1970,7,22,0.837
1970,7,23,0.177
1970,7,24,-0.050
1970,7,25,-0.476
1970,7,26,-0.630
1970,7,27,-0.666
1970,7,28,-0.355
1970,7,29,0.098
1970,7,30,0.071
1970,7,31,-0.249
1970,8,1,-0.298
1970,8,2,-0.106
1970,8,3,0.024
1970,8,4,0.104
1970,8,5,0.014
1970,8,6,0.091
1970,8,7,0.336
1970,8,8,0.051
1970,8,9,-0.625
1970,8,10,-0.393
1970,8,11,0.148
1970,8,12,0.421
1970,8,13,0.540
1970,8,14,0.380
1970,8,15,0.140
1970,8,16,0.201
1970,8,17,0.089
1970,8,18,-0.300
1970,8,19,-0.777
1970,8,20,-1.111
1970,8,21,-1.341
1970,8,22,-1.175
1970,8,23,-1.011
1970,8,24,-0.896
1970,8,25,-0.856
1970,8,26,-0.567
1970,8,27,-0.286
1970,8,28,0.002
1970,8,29,-0.470
1970,8,30,-0.587
1970,8,31,-0.270
1970,9,1,-0.010
1970,9,2,0.395
1970,9,3,0.445
1970,9,4,-0.097
1970,9,5,-0.479
1970,9,6,-0.429
1970,9,7,-0.528
1970,9,8,-0.588
1970,9,9,-0.623
1970,9,10,-0.757
1970,9,11,-0.469
1970,9,12,-0.050
1970,9,13,-0.197
1970,9,14,-0.242
1970,9,15,-0.336
1970,9,16,-0.344
1970,9,17,-0.037
1970,9,18,0.028
1970,9,19,0.268
1970,9,20,0.406
1970,9,21,-0.019
1970,9,22,-0.481
1970,9,23,-0.670
1970,9,24,-0.618
1970,9,25,-0.978
1970,9,26,-0.811
1970,9,27,-0.764
1970,9,28,-0.585
1970,9,29,-0.529
1970,9,30,-0.219
1970,10,1,-0.745
1970,10,2,-1.584
1970,10,3,-1.490
1970,10,4,-1.530
1970,10,5,-1.565
1970,10,6,-1.693
1970,10,7,-1.683
1970,10,8,-1.566
1970,10,9,-1.831
1970,10,10,-1.920
1970,10,11,-2.139
1970,10,12,-1.815
1970,10,13,-1.450
1970,10,14,-1.142
1970,10,15,-0.789
1970,10,16,-0.326
1970,10,17,-0.020
1970,10,18,0.012
1970,10,19,-0.218
1970,10,20,-0.117
1970,10,21,0.168
1970,10,22,0.335
1970,10,23,0.090
1970,10,24,-0.077
1970,10,25,-0.299
1970,10,26,-0.257
1970,10,27,-0.052
1970,10,28,0.294
1970,10,29,0.786
1970,10,30,0.957
1970,10,31,0.891
1970,11,1,0.940
1970,11,2,1.137
1970,11,3,1.172
1970,11,4,1.086
1970,11,5,0.938
1970,11,6,0.762
1970,11,7,0.603
1970,11,8,0.644
1970,11,9,0.698
1970,11,10,0.515
1970,11,11,0.277
1970,11,12,0.144
1970,11,13,0.399
1970,11,14,0.475
1970,11,15,0.084
1970,11,16,-0.336
1970,11,17,-0.758
1970,11,18,-1.504
1970,11,19,-2.150
1970,11,20,-2.545
1970,11,21,-2.366
1970,11,22,-1.994
1970,11,23,-1.627
1970,11,24,-1.443
1970,11,25,-1.903
1970,11,26,-2.250
1970,11,27,-2.196
1970,11,28,-2.158
1970,11,29,-2.263
1970,11,30,-2.072
1970,12,1,-1.792
1970,12,2,-1.601
1970,12,3,-1.411
1970,12,4,-1.029
1970,12,5,-0.550
1970,12,6,-0.189
1970,12,7,0.177
1970,12,8,0.202
1970,12,9,0.308
1970,12,10,0.550
1970,12,11,0.669
1970,12,12,0.722
1970,12,13,0.476
1970,12,14,0.256
1970,12,15,0.043
1970,12,16,-0.375
1970,12,17,-0.736
1970,12,18,-0.893
1970,12,19,-0.899
1970,12,20,-0.858
1970,12,21,-0.751
1970,12,22,-0.830
1970,12,23,-0.723
1970,12,24,-0.563
1970,12,25,-0.758
1970,12,26,-0.831
1970,12,27,-0.892
1970,12,28,-0.803
1970,12,29,-0.527
1970,12,30,-0.271
1970,12,31,-0.192
1971,1,1,-0.179
1971,1,2,-0.101
1971,1,3,-0.083
1971,1,4,-0.412
1971,1,5,-0.434
1971,1,6,-0.167
1971,1,7,-0.115
1971,1,8,-0.535
1971,1,9,-1.039
1971,1,10,-1.339
1971,1,11,-1.574
1971,1,12,-1.566
1971,1,13,-1.400
1971,1,14,-1.469
1971,1,15,-1.475
1971,1,16,-1.231
1971,1,17,-1.029
1971,1,18,-0.755
1971,1,19,-0.636
1971,1,20,-0.942
1971,1,21,-1.423
1971,1,22,-1.573
1971,1,23,-1.487
1971,1,24,-1.382
1971,1,25,-1.280
1971,1,26,-0.885
1971,1,27,-0.488
1971,1,28,-0.261
1971,1,29,-0.319
1971,1,30,-0.416
1971,1,31,-0.050
1971,2,1,0.271
1971,2,2,0.254
1971,2,3,0.372
1971,2,4,0.552
1971,2,5,0.854
1971,2,6,1.038
1971,2,7,1.285
1971,2,8,1.488
1971,2,9,1.430
1971,2,10,1.144
1971,2,11,1.069
1971,2,12,0.921
1971,2,13,0.657
1971,2,14,0.411
1971,2,15,0.204
1971,2,16,0.248
1971,2,17,0.262
1971,2,18,0.181
1971,2,19,0.375
1971,2,20,0.527
1971,2,21,0.526
1971,2,22,0.383
1971,2,23,0.059
1971,2,24,-0.304
1971,2,25,-0.722
1971,2,26,-0.970
1971,2,27,-1.034
1971,2,28,-0.721
1971,3,1,-0.749
1971,3,2,-0.408
1971,3,3,-0.508
1971,3,4,-0.511
1971,3,5,-0.448
1971,3,6,-0.016
1971,3,7,0.395
1971,3,8,0.561
1971,3,9,0.581
1971,3,10,0.633
1971,3,11,0.837
1971,3,12,0.818
1971,3,13,0.716
1971,3,14,0.659
1971,3,15,0.586
1971,3,16,0.685
1971,3,17,0.662
1971,3,18,0.435
1971,3,19,-0.106
1971,3,20,-0.486
1971,3,21,-0.628
1971,3,22,-0.508
1971,3,23,-0.276
1971,3,24,-0.121
1971,3,25,-0.179
1971,3,26,-0.322
1971,3,27,-0.274
1971,3,28,-0.070
1971,3,29,-0.412
1971,3,30,-0.604
1971,3,31,-0.417
1971,4,1,-0.324
1971,4,2,-0.343
1971,4,3,0.019
1971,4,4,0.231
1971,4,5,0.247
1971,4,6,0.336
1971,4,7,0.211
1971,4,8,0.051
1971,4,9,-0.119
1971,4,10,-0.132
1971,4,11,-0.207
1971,4,12,-0.159
1971,4,13,0.238
1971,4,14,0.479
1971,4,15,0.557
1971,4,16,0.687
1971,4,17,0.490
1971,4,18,0.691
1971,4,19,1.085
1971,4,20,1.191
1971,4,21,1.382
1971,4,22,1.262
1971,4,23,0.931
1971,4,24,0.700
1971,4,25,0.492
1971,4,26,0.063
1971,4,27,-0.277
1971,4,28,-0.471
