Year,Month,Day,Daily AO Value
1964,6,19,-1.490
1964,6,20,-5.992
1964,6,21,-1.498
1964,6,22,0.094
1964,6,23,-0.374
1964,6,24,-1.490
1964,6,25,0.023
1964,6,26,0.751
1964,6,27,0.186
1964,6,28,0.187
1964,6,29,0.745
1964,6,30,2.988
1964,7,1,0.293
1964,7,2,-0.068
1964,7,3,-0.202
1964,7,4,0.087
1964,7,5,0.289
1964,7,6,0.287
1964,7,7,0.114
1964,7,8,-0.160
1964,7,9,0.149
1964,7,10,0.363
1964,7,11,0.198
1964,7,12,0.502
1964,7,13,0.734
1964,7,14,0.534
1964,7,15,0.774
1964,7,16,0.899
1964,7,17,0.775
1964,7,18,1.021
1964,7,19,1.143
1964,7,20,0.998
1964,7,21,0.598
1964,7,22,0.441
1964,7,23,0.658
1964,7,24,0.991
1964,7,25,1.393
1964,7,26,1.685
1964,7,27,1.485
1964,7,28,1.435
1964,7,29,1.797
1964,7,30,1.876
1964,7,31,1.539
1964,8,1,0.979
1964,8,2,0.471
1964,8,3,0.049
1964,8,4,-0.093
1964,8,5,-0.418
1964,8,6,-1.023
1964,8,7,-1.121
1964,8,8,-1.267
1964,8,9,-1.769
1964,8,10,-2.364
1964,8,11,-2.816
1964,8,12,-2.875
1964,8,13,-2.819
1964,8,14,-2.907
1964,8,15,-2.836
1964,8,16,-2.629
1964,8,17,-2.410
1964,8,18,-1.771
1964,8,19,-1.032
1964,8,20,-0.492
1964,8,21,-0.453
1964,8,22,-0.735
1964,8,23,-0.715
1964,8,24,-0.232
1964,8,25,-0.309
1964,8,26,-0.360
1964,8,27,-0.566
1964,8,28,-0.760
1964,8,29,-0.893
1964,8,30,-0.981
1964,8,31,-0.927
1964,9,1,-0.750
1964,9,2,-0.675
1964,9,3,-0.592
1964,9,4,-0.699
1964,9,5,-0.697
1964,9,6,-0.896
1964,9,7,-0.661
1964,9,8,-0.316
1964,9,9,-0.214
1964,9,10,-0.490
1964,9,11,-0.771
1964,9,12,-1.036
1964,9,13,-0.813
1964,9,14,-0.590
1964,9,15,-0.558
1964,9,16,-0.583
1964,9,17,-0.287
1964,9,18,-0.161
1964,9,19,-0.331
1964,9,20,-0.490
1964,9,21,-0.253
1964,9,22,-0.016
1964,9,23,-0.174
1964,9,24,-0.694
1964,9,25,-0.772
1964,9,26,0.179
1964,9,27,1.183
1964,9,28,1.621
1964,9,29,1.906
1964,9,30,2.051
1964,10,1,1.807
1964,10,2,1.419
1964,10,3,0.966
1964,10,4,0.652
1964,10,5,1.223
1964,10,6,2.094
1964,10,7,1.953
1964,10,8,0.916
1964,10,9,-0.127
1964,10,10,-1.134
1964,10,11,-1.401
1964,10,12,-1.140
1964,10,13,-0.345
1964,10,14,0.062
1964,10,15,0.077
1964,10,16,-0.340
1964,10,17,-0.527
1964,10,18,-0.647
1964,10,19,-0.528
1964,10,20,-0.050
1964,10,21,0.361
1964,10,22,0.658
1964,10,23,0.466
1964,10,24,0.297
1964,10,25,0.339
1964,10,26,0.567
1964,10,27,0.962
1964,10,28,1.210
1964,10,29,0.867
1964,10,30,0.190
1964,10,31,-0.632
1964,11,1,-0.900
1964,11,2,-1.005
1964,11,3,-1.807
1964,11,4,-2.000
1964,11,5,-1.532
1964,11,6,-0.623
1964,11,7,-0.225
1964,11,8,0.018
1964,11,9,0.406
1964,11,10,0.886
1964,11,11,1.436
1964,11,12,0.989
1964,11,13,0.529
1964,11,14,0.666
1964,11,15,1.053
1964,11,16,0.640
1964,11,17,-0.590
1964,11,18,-1.463
1964,11,19,-1.173
1964,11,20,-1.300
1964,11,21,-0.886
1964,11,22,0.123
1964,11,23,1.305
1964,11,24,1.861
1964,11,25,0.861
1964,11,26,-0.671
1964,11,27,-1.598
1964,11,28,-2.156
1964,11,29,-1.614
1964,11,30,-1.194
1964,12,1,-1.191
1964,12,2,-1.405
1964,12,3,-1.498
1964,12,4,-1.237
1964,12,5,-0.938
1964,12,6,-0.121
1964,12,7,0.803
1964,12,8,2.136
1964,12,9,2.767
1964,12,10,1.891
1964,12,11,1.168
1964,12,12,0.994
1964,12,13,0.478
1964,12,14,-0.229
1964,12,15,-0.616
1964,12,16,-1.171
1964,12,17,-1.425
1964,12,18,-1.726
1964,12,19,-2.033
1964,12,20,-1.774
1964,12,21,-1.523
1964,12,22,-1.887
1964,12,23,-1.902
1964,12,24,-0.844
1964,12,25,0.351
1964,12,26,1.186
1964,12,27,0.992
1964,12,28,1.173
1964,12,29,0.997
1964,12,30,-0.017
1964,12,31,-0.757
1965,1,1,-1.677
1965,1,2,-2.428
1965,1,3,-2.986
1965,1,4,-2.888
1965,1,5,-2.166
1965,1,6,-0.929
1965,1,7,-0.317
1965,1,8,-0.278
1965,1,9,-0.351
1965,1,10,-0.006
1965,1,11,0.299
1965,1,12,0.292
1965,1,13,1.107
1965,1,14,1.866
1965,1,15,2.069
1965,1,16,2.815
1965,1,17,2.574
1965,1,18,1.475
1965,1,19,0.552
1965,1,20,-0.575
1965,1,21,-1.147
1965,1,22,-1.964
1965,1,23,-2.344
1965,1,24,-2.407
1965,1,25,-3.004
1965,1,26,-3.973
1965,1,27,-3.818
1965,1,28,-3.041
1965,1,29,-2.809
1965,1,30,-2.707
1965,1,31,-2.506
1965,2,1,-2.626
1965,2,2,-2.460
1965,2,3,-2.332
1965,2,4,-2.319
1965,2,5,-2.496
1965,2,6,-2.660
1965,2,7,-1.994
1965,2,8,-1.424
1965,2,9,-0.515
1965,2,10,-0.786
1965,2,11,-1.266
1965,2,12,-1.720
1965,2,13,-1.523
1965,2,14,-1.247
1965,2,15,-1.142
1965,2,16,-0.878
1965,2,17,-0.710
1965,2,18,-1.922
1965,2,19,-2.210
1965,2,20,-2.307
1965,2,21,-2.739
1965,2,22,-2.659
1965,2,23,-1.873
1965,2,24,-1.663
1965,2,25,-2.734
1965,2,26,-3.171
1965,2,27,-3.335
1965,2,28,-3.571
1965,3,1,-3.254
1965,3,2,-2.528
1965,3,3,-2.370
1965,3,4,-2.171
1965,3,5,-1.890
1965,3,6,-1.639
1965,3,7,-1.322
1965,3,8,-0.760
1965,3,9,-0.052
1965,3,10,0.525
1965,3,11,0.373
1965,3,12,0.267
1965,3,13,0.758
1965,3,14,1.194
1965,3,15,0.905
1965,3,16,0.210
1965,3,17,-1.005
1965,3,18,-1.889
1965,3,19,-2.374
1965,3,20,-2.560
1965,3,21,-2.357
1965,3,22,-1.648
1965,3,23,-0.888
1965,3,24,-0.510
1965,3,25,-0.205
1965,3,26,0.035
1965,3,27,0.096
1965,3,28,-0.236
1965,3,29,-0.566
1965,3,30,-0.699
1965,3,31,-0.498
1965,4,1,0.026
1965,4,2,0.704
1965,4,3,1.254
1965,4,4,0.869
1965,4,5,0.897
1965,4,6,1.516
1965,4,7,1.251
1965,4,8,1.167
1965,4,9,1.258
1965,4,10,1.176
1965,4,11,1.324
1965,4,12,1.479
1965,4,13,1.318
1965,4,14,1.302
1965,4,15,1.373
1965,4,16,1.514
1965,4,17,0.983
1965,4,18,-0.068
1965,4,19,-0.698
1965,4,20,-0.528
1965,4,21,-0.106
1965,4,22,0.266
1965,4,23,0.457
1965,4,24,0.500
1965,4,25,0.095
1965,4,26,-0.372
1965,4,27,-0.514
1965,4,28,-0.667
1965,4,29,-0.731
1965,4,30,-0.609
1965,5,1,-0.281
1965,5,2,0.055
1965,5,3,0.629
1965,5,4,0.687
1965,5,5,0.089
1965,5,6,-0.005
1965,5,7,0.444
1965,5,8,0.614
1965,5,9,0.401
1965,5,10,0.168
1965,5,11,-0.069
1965,5,12,-0.529
1965,5,13,-1.009
1965,5,14,-1.060
1965,5,15,-0.891
1965,5,16,-0.370
1965,5,17,0.221
1965,5,18,0.530
1965,5,19,0.862
1965,5,20,1.063
1965,5,21,0.915
1965,5,22,0.791
1965,5,23,0.086
1965,5,24,-0.835
1965,5,25,-1.021
1965,5,26,-0.953
1965,5,27,-1.303
1965,5,28,-1.291
1965,5,29,-1.094
1965,5,30,-0.846
1965,5,31,-0.562
1965,6,1,-0.424
1965,6,2,-0.264
1965,6,3,0.424
1965,6,4,1.069
1965,6,5,1.032
1965,6,6,0.233
1965,6,7,-0.644
1965,6,8,-1.283
1965,6,9,-1.615
1965,6,10,-1.693
1965,6,11,-1.858
1965,6,12,-1.839
1965,6,13,-1.278
1965,6,14,-0.901
1965,6,15,-0.509
1965,6,16,0.224
1965,6,17,1.010
1965,6,18,1.368
1965,6,19,1.361
1965,6,20,1.357
1965,6,21,1.427
1965,6,22,1.415
1965,6,23,0.777
1965,6,24,0.388
1965,6,25,0.110
1965,6,26,0.077
1965,6,27,0.454
1965,6,28,0.423
1965,6,29,0.151
1965,6,30,0.097
1965,7,1,-0.119
1965,7,2,-0.177
1965,7,3,-0.182
1965,7,4,-0.177
1965,7,5,-0.285
1965,7,6,-0.636
1965,7,7,-0.795
1965,7,8,-0.552
1965,7,9,-0.360
1965,7,10,-0.274
1965,7,11,-0.600
1965,7,12,-0.863
1965,7,13,-0.906
1965,7,14,-0.995
1965,7,15,-1.107
1965,7,16,-1.024
1965,7,17,-0.558
1965,7,18,-0.090
1965,7,19,-0.110
1965,7,20,-0.279
1965,7,21,-0.598
1965,7,22,-1.128
1965,7,23,-1.361
1965,7,24,-0.980
1965,7,25,-0.310
1965,7,26,-0.044
1965,7,27,0.010
1965,7,28,-0.105
1965,7,29,-0.307
1965,7,30,-0.206
1965,7,31,-0.127
1965,8,1,-0.064
1965,8,2,-0.395
1965,8,3,-1.022
1965,8,4,-1.391
1965,8,5,-1.048
1965,8,6,-0.395
1965,8,7,-0.164
1965,8,8,-0.143
1965,8,9,-0.436
1965,8,10,-0.553
1965,8,11,-0.533
1965,8,12,-0.808
1965,8,13,-1.247
1965,8,14,-1.174
1965,8,15,-0.300
1965,8,16,0.249
1965,8,17,0.457
1965,8,18,0.553
1965,8,19,0.392
1965,8,20,0.324
1965,8,21,0.035
1965,8,22,0.139
1965,8,23,0.751
1965,8,24,0.712
1965,8,25,0.137
1965,8,26,-0.211
1965,8,27,-0.237
1965,8,28,0.060
1965,8,29,-0.081
1965,8,30,-0.419
1965,8,31,-0.813
1965,9,1,-0.881
1965,9,2,-1.208
1965,9,3,-1.586
1965,9,4,-1.861
1965,9,5,-1.894
1965,9,6,-2.032
1965,9,7,-2.313
1965,9,8,-2.175
1965,9,9,-2.018
1965,9,10,-1.583
1965,9,11,-0.803
1965,9,12,-0.281
1965,9,13,-0.214
1965,9,14,-0.081
1965,9,15,-0.035
1965,9,16,0.051
1965,9,17,0.230
1965,9,18,0.352
1965,9,19,0.478
1965,9,20,0.899
1965,9,21,1.402
1965,9,22,0.787
1965,9,23,0.063
1965,9,24,-0.751
1965,9,25,-1.658
1965,9,26,-1.707
1965,9,27,-0.728
1965,9,28,-0.235
1965,9,29,-0.220
1965,9,30,-0.191
1965,10,1,-0.149
1965,10,2,-0.580
1965,10,3,-1.281
1965,10,4,-1.313
1965,10,5,-1.000
1965,10,6,-0.726
1965,10,7,-0.692
1965,10,8,-1.212
1965,10,9,-1.554
1965,10,10,-1.915
1965,10,11,-1.596
1965,10,12,-0.331
1965,10,13,1.023
1965,10,14,1.489
1965,10,15,1.617
1965,10,16,1.747
1965,10,17,1.810
1965,10,18,1.593
1965,10,19,0.901
1965,10,20,0.126
1965,10,21,-0.115
1965,10,22,0.158
1965,10,23,0.253
1965,10,24,0.316
1965,10,25,0.814
1965,10,26,1.803
1965,10,27,2.363
1965,10,28,2.651
1965,10,29,2.590
1965,10,30,1.881
1965,10,31,1.094
1965,11,1,0.663
1965,11,2,0.038
1965,11,3,0.088
1965,11,4,0.701
1965,11,5,1.150
1965,11,6,0.894
1965,11,7,0.435
1965,11,8,-0.310
1965,11,9,-0.603
1965,11,10,-1.148
1965,11,11,-1.522
1965,11,12,-1.382
1965,11,13,-1.601
1965,11,14,-2.274
1965,11,15,-2.229
1965,11,16,-2.333
1965,11,17,-2.670
1965,11,18,-3.534
1965,11,19,-3.602
1965,11,20,-3.230
1965,11,21,-2.659
1965,11,22,-2.383
1965,11,23,-2.363
1965,11,24,-2.056
1965,11,25,-1.138
1965,11,26,-0.671
1965,11,27,-1.158
1965,11,28,-1.659
1965,11,29,-1.682
1965,11,30,-0.568
1965,12,1,0.403
1965,12,2,0.718
1965,12,3,-0.073
1965,12,4,-0.372
1965,12,5,-0.910
1965,12,6,-1.014
1965,12,7,-0.261
1965,12,8,0.303
1965,12,9,0.398
1965,12,10,-0.164
1965,12,11,-0.742
1965,12,12,-0.974
1965,12,13,-1.025
1965,12,14,-0.744
1965,12,15,0.125
1965,12,16,-0.183
1965,12,17,-0.664
1965,12,18,-0.530
1965,12,19,0.398
1965,12,20,0.661
1965,12,21,0.718
1965,12,22,1.040
1965,12,23,0.686
1965,12,24,0.335
1965,12,25,-0.038
1965,12,26,0.105
1965,12,27,0.531
1965,12,28,1.531
1965,12,29,1.936
1965,12,30,1.595
1965,12,31,1.080
1966,1,1,0.477
1966,1,2,-0.018
1966,1,3,-0.479
1966,1,4,-0.687
1966,1,5,-0.390
1966,1,6,-0.294
1966,1,7,-0.948
1966,1,8,-1.752
1966,1,9,-2.694
1966,1,10,-3.497
1966,1,11,-4.166
1966,1,12,-4.748
1966,1,13,-4.912
1966,1,14,-4.985
1966,1,15,-4.902
1966,1,16,-4.468
1966,1,17,-4.255
1966,1,18,-4.087
1966,1,19,-3.510
1966,1,20,-2.929
1966,1,21,-2.853
1966,1,22,-3.053
1966,1,23,-3.311
1966,1,24,-3.940
1966,1,25,-4.250
1966,1,26,-4.559
1966,1,27,-4.972
1966,1,28,-5.130
1966,1,29,-4.385
1966,1,30,-3.416
1966,1,31,-3.518
1966,2,1,-3.988
1966,2,2,-3.499
1966,2,3,-2.958
1966,2,4,-2.474
1966,2,5,-1.673
1966,2,6,-1.332
1966,2,7,-1.448
1966,2,8,-1.373
1966,2,9,-1.003
1966,2,10,-0.388
1966,2,11,0.533
1966,2,12,0.781
1966,2,13,0.074
1966,2,14,-1.214
1966,2,15,-1.932
1966,2,16,-2.326
1966,2,17,-2.664
1966,2,18,-2.779
1966,2,19,-3.110
1966,2,20,-3.514
1966,2,21,-3.071
1966,2,22,-1.896
1966,2,23,-1.018
1966,2,24,-0.466
1966,2,25,0.404
1966,2,26,1.329
1966,2,27,1.362
1966,2,28,0.808
1966,3,1,0.299
1966,3,2,0.267
1966,3,3,-0.042
1966,3,4,-0.577
1966,3,5,-0.438
1966,3,6,-0.438
1966,3,7,-0.837
1966,3,8,-0.165
1966,3,9,0.515
1966,3,10,0.189
1966,3,11,-0.693
1966,3,12,-1.190
1966,3,13,-1.145
1966,3,14,-0.947
1966,3,15,-0.811
1966,3,16,-0.917
1966,3,17,-0.813
1966,3,18,-0.921
1966,3,19,-0.706
1966,3,20,-0.504
1966,3,21,-0.834
1966,3,22,-1.747
1966,3,23,-2.212
1966,3,24,-1.838
1966,3,25,-1.238
1966,3,26,-0.941
1966,3,27,-1.456
1966,3,28,-1.833
1966,3,29,-1.764
1966,3,30,-1.698
1966,3,31,-1.791
1966,4,1,-2.605
1966,4,2,-3.017
1966,4,3,-3.602
1966,4,4,-4.334
1966,4,5,-4.329
1966,4,6,-3.942
1966,4,7,-3.451
1966,4,8,-3.593
1966,4,9,-3.739
1966,4,10,-3.576
1966,4,11,-3.671
1966,4,12,-4.177
1966,4,13,-4.093
1966,4,14,-3.179
1966,4,15,-2.337
1966,4,16,-2.022
1966,4,17,-1.826
1966,4,18,-1.617
1966,4,19,-1.505
1966,4,20,-1.380
1966,4,21,-0.447
1966,4,22,1.157
1966,4,23,2.188
1966,4,24,2.282
1966,4,25,1.524
1966,4,26,0.678
1966,4,27,0.299
1966,4,28,0.289
1966,4,29,0.300
1966,4,30,0.561
1966,5,1,0.739
1966,5,2,0.493
1966,5,3,0.520
1966,5,4,0.987
1966,5,5,1.134
1966,5,6,0.890
1966,5,7,0.540
1966,5,8,0.329
1966,5,9,0.697
1966,5,10,0.989
1966,5,11,1.057
1966,5,12,1.510
1966,5,13,2.089
1966,5,14,2.718
1966,5,15,2.852
1966,5,16,2.553
1966,5,17,2.152
1966,5,18,1.687
1966,5,19,1.754
1966,5,20,1.684
1966,5,21,1.691
1966,5,22,1.802
1966,5,23,1.741
1966,5,24,1.475
1966,5,25,1.035
1966,5,26,0.392
1966,5,27,-0.129
1966,5,28,-0.429
1966,5,29,-0.655
1966,5,30,-0.535
1966,5,31,-0.152
1966,6,1,0.295
1966,6,2,0.229
1966,6,3,0.568
1966,6,4,0.785
1966,6,5,1.010
1966,6,6,0.612
1966,6,7,0.178
1966,6,8,0.138
1966,6,9,0.049
1966,6,10,0.167
1966,6,11,0.470
1966,6,12,0.429
1966,6,13,0.581
1966,6,14,0.760
1966,6,15,0.543
1966,6,16,0.158
1966,6,17,0.186
1966,6,18,0.935
1966,6,19,0.938
1966,6,20,0.466
1966,6,21,0.067
1966,6,22,-0.209
1966,6,23,-0.169
1966,6,24,-0.014
1966,6,25,0.178
1966,6,26,0.590
1966,6,27,1.020
1966,6,28,0.690
1966,6,29,0.208
1966,6,30,-0.057
1966,7,1,0.003
1966,7,2,0.360
1966,7,3,0.754
1966,7,4,0.792
1966,7,5,0.828
1966,7,6,1.048
1966,7,7,1.159
1966,7,8,0.997
1966,7,9,0.539
1966,7,10,0.038
1966,7,11,-0.325
1966,7,12,-0.323
1966,7,13,0.019
1966,7,14,0.272
1966,7,15,0.284
1966,7,16,0.388
1966,7,17,0.686
1966,7,18,0.601
1966,7,19,0.318
1966,7,20,-0.072
1966,7,21,-0.150
1966,7,22,-0.163
1966,7,23,-0.328
1966,7,24,-0.484
1966,7,25,-0.702
1966,7,26,-0.734
1966,7,27,-0.682
1966,7,28,-0.972
1966,7,29,-1.375
1966,7,30,-1.423
1966,7,31,-1.028
1966,8,1,-0.922
1966,8,2,-1.533
1966,8,3,-2.070
1966,8,4,-2.277
1966,8,5,-2.486
1966,8,6,-2.390
1966,8,7,-2.302
1966,8,8,-2.134
1966,8,9,-1.931
1966,8,10,-1.464
1966,8,11,-0.933
1966,8,12,-0.611
1966,8,13,-0.105
1966,8,14,0.689
1966,8,15,1.233
1966,8,16,1.143
1966,8,17,0.692
1966,8,18,0.275
1966,8,19,0.031
1966,8,20,-0.375
1966,8,21,-0.875
1966,8,22,-0.913
1966,8,23,-0.429
1966,8,24,-0.022
1966,8,25,-0.068
1966,8,26,-0.610
1966,8,27,-1.582
1966,8,28,-2.035
1966,8,29,-1.676
1966,8,30,-1.392
1966,8,31,-1.192
1966,9,1,-0.720
1966,9,2,-0.192
1966,9,3,0.076
1966,9,4,0.335
1966,9,5,0.686
1966,9,6,0.727
1966,9,7,0.690
1966,9,8,0.684
1966,9,9,0.489
1966,9,10,0.025
1966,9,11,-0.377
1966,9,12,-0.375
1966,9,13,0.395
1966,9,14,1.157
1966,9,15,0.984
1966,9,16,0.639
1966,9,17,0.577
1966,9,18,0.373
1966,9,19,1.088
1966,9,20,1.847
1966,9,21,1.907
1966,9,22,1.152
1966,9,23,0.159
1966,9,24,-0.760
1966,9,25,-2.055
1966,9,26,-2.461
1966,9,27,-2.026
1966,9,28,-1.539
1966,9,29,-1.589
1966,9,30,-1.581
1966,10,1,-1.102
1966,10,2,-0.898
1966,10,3,-0.690
1966,10,4,-0.133
1966,10,5,0.026
1966,10,6,-0.679
1966,10,7,-0.581
1966,10,8,0.201
1966,10,9,0.290
1966,10,10,-0.049
1966,10,11,-0.702
1966,10,12,-1.553
1966,10,13,-1.873
1966,10,14,-1.433
1966,10,15,-0.494
1966,10,16,-0.008
1966,10,17,-0.584
1966,10,18,-1.120
1966,10,19,-1.506
1966,10,20,-2.473
1966,10,21,-2.796
1966,10,22,-2.989
1966,10,23,-2.728
1966,10,24,-1.539
1966,10,25,-0.687
1966,10,26,-0.670
1966,10,27,-0.995
1966,10,28,-1.279
1966,10,29,-0.996
1966,10,30,-0.677
1966,10,31,-1.474
1966,11,1,-1.394
1966,11,2,-0.044
1966,11,3,-0.039
1966,11,4,-0.859
1966,11,5,-1.541
1966,11,6,-0.198
1966,11,7,0.140
1966,11,8,-0.458
1966,11,9,-0.413
1966,11,10,0.177
1966,11,11,0.844
1966,11,12,1.195
1966,11,13,0.765
1966,11,14,0.353
1966,11,15,-0.121
1966,11,16,-0.924
1966,11,17,-0.279
1966,11,18,0.655
1966,11,19,0.453
1966,11,20,-0.112
1966,11,21,-0.028
1966,11,22,-0.116
1966,11,23,-0.255
1966,11,24,0.101
1966,11,25,1.102
1966,11,26,1.325
1966,11,27,0.716
1966,11,28,0.505
1966,11,29,0.713
1966,11,30,0.932
1966,12,1,0.685
1966,12,2,0.870
1966,12,3,1.255
1966,12,4,1.893
1966,12,5,1.815
1966,12,6,0.551
1966,12,7,-0.838
1966,12,8,-2.127
1966,12,9,-2.875
1966,12,10,-3.095
1966,12,11,-3.484
1966,12,12,-3.860
1966,12,13,-4.147
1966,12,14,-3.842
1966,12,15,-3.301
1966,12,16,-2.263
1966,12,17,-0.782
1966,12,18,-0.108
1966,12,19,-0.842
1966,12,20,-1.424
1966,12,21,-1.659
1966,12,22,-2.018
1966,12,23,-2.343
1966,12,24,-2.324
1966,12,25,-2.521
1966,12,26,-2.190
1966,12,27,-1.254
1966,12,28,-0.955
1966,12,29,-0.558
1966,12,30,-0.109
1966,12,31,-0.053
1967,1,1,-0.493
1967,1,2,-0.828
1967,1,3,-1.305
1967,1,4,-1.871
1967,1,5,-2.163
1967,1,6,-2.036
1967,1,7,-1.650
1967,1,8,-1.231
1967,1,9,-0.987
1967,1,10,-0.746
1967,1,11,-0.056
1967,1,12,0.433
1967,1,13,0.408
1967,1,14,0.068
1967,1,15,0.306
1967,1,16,0.690
1967,1,17,0.364
1967,1,18,0.415
1967,1,19,0.825
1967,1,20,1.321
1967,1,21,1.141
1967,1,22,0.669
1967,1,23,0.249
1967,1,24,0.008
1967,1,25,-0.646
1967,1,26,-1.137
1967,1,27,-1.637
1967,1,28,-2.067
1967,1,29,-2.225
1967,1,30,-1.903
1967,1,31,-1.137
1967,2,1,-0.419
1967,2,2,0.282
1967,2,3,0.965
1967,2,4,1.021
1967,2,5,-0.003
1967,2,6,-0.856
1967,2,7,-0.785
1967,2,8,-0.183
1967,2,9,0.722
1967,2,10,0.756
1967,2,11,0.421
1967,2,12,0.704
1967,2,13,0.716
1967,2,14,0.789
1967,2,15,1.181
1967,2,16,1.786
1967,2,17,2.173
1967,2,18,2.573
1967,2,19,2.544
1967,2,20,2.881
1967,2,21,2.607
1967,2,22,1.588
1967,2,23,1.419
1967,2,24,0.374
1967,2,25,0.282
1967,2,26,1.162
1967,2,27,2.858
1967,2,28,4.306
1967,3,1,3.989
1967,3,2,3.116
1967,3,3,2.523
1967,3,4,2.369
1967,3,5,2.600
1967,3,6,2.553
1967,3,7,2.725
1967,3,8,3.136
1967,3,9,3.309
1967,3,10,3.048
1967,3,11,3.068
1967,3,12,3.073
1967,3,13,2.117
1967,3,14,1.600
1967,3,15,1.733
1967,3,16,1.961
1967,3,17,2.242
1967,3,18,2.471
1967,3,19,2.368
1967,3,20,2.317
1967,3,21,2.537
1967,3,22,2.196
1967,3,23,1.637
1967,3,24,1.060
1967,3,25,0.397
1967,3,26,-0.065
1967,3,27,0.176
1967,3,28,0.061
1967,3,29,-0.535
1967,3,30,-0.722
1967,3,31,-0.262
1967,4,1,0.542
1967,4,2,0.829
1967,4,3,0.577
1967,4,4,-0.009
1967,4,5,-0.428
1967,4,6,-0.485
1967,4,7,-0.140
1967,4,8,0.231
1967,4,9,0.514
1967,4,10,1.049
1967,4,11,1.603
1967,4,12,2.028
1967,4,13,2.375
1967,4,14,2.224
1967,4,15,1.977
1967,4,16,1.817
1967,4,17,2.103
1967,4,18,2.378
1967,4,19,2.995
1967,4,20,3.027
1967,4,21,2.690
1967,4,22,2.806
1967,4,23,2.991
1967,4,24,3.230
1967,4,25,2.946
1967,4,26,2.472
1967,4,27,2.228
1967,4,28,1.769
1967,4,29,1.570
1967,4,30,1.263
1967,5,1,1.191
1967,5,2,1.802
1967,5,3,1.608
1967,5,4,0.664
1967,5,5,0.631
1967,5,6,1.135
1967,5,7,1.098
1967,5,8,0.805
1967,5,9,0.113
1967,5,10,-0.315
1967,5,11,-0.482
1967,5,12,-0.191
1967,5,13,0.046
1967,5,14,0.163
1967,5,15,0.406
1967,5,16,0.625
1967,5,17,1.040
1967,5,18,1.595
1967,5,19,1.759
1967,5,20,1.519
1967,5,21,0.719
1967,5,22,0.352
1967,5,23,-0.002
1967,5,24,-0.628
1967,5,25,-1.294
1967,5,26,-1.586
1967,5,27,-1.637
1967,5,28,-1.743
1967,5,29,-1.806
1967,5,30,-1.905
1967,5,31,-1.901
1967,6,1,-1.484
1967,6,2,-0.605
1967,6,3,0.100
1967,6,4,0.718
1967,6,5,1.068
1967,6,6,1.207
1967,6,7,1.068
1967,6,8,0.896
1967,6,9,0.800
1967,6,10,0.402
1967,6,11,-0.136
1967,6,12,-0.615
1967,6,13,-0.673
1967,6,14,-0.280
1967,6,15,0.285
1967,6,16,0.533
1967,6,17,0.762
1967,6,18,1.152
1967,6,19,1.150
1967,6,20,0.961
1967,6,21,0.736
1967,6,22,0.510
1967,6,23,0.474
1967,6,24,0.612
1967,6,25,0.763
1967,6,26,1.166
1967,6,27,1.591
1967,6,28,1.974
1967,6,29,2.053
1967,6,30,1.515
1967,7,1,0.893
1967,7,2,0.776
1967,7,3,0.730
1967,7,4,0.937
1967,7,5,0.849
1967,7,6,0.595
1967,7,7,0.504
1967,7,8,0.323
1967,7,9,0.162
1967,7,10,-0.218
1967,7,11,-0.605
1967,7,12,-0.696
1967,7,13,-0.789
1967,7,14,-0.789
1967,7,15,-0.400
1967,7,16,0.007
1967,7,17,-0.054
1967,7,18,-0.296
1967,7,19,-0.037
1967,7,20,0.445
1967,7,21,0.691
1967,7,22,0.798
1967,7,23,0.858
1967,7,24,0.835
1967,7,25,0.993
1967,7,26,0.970
1967,7,27,0.704
1967,7,28,0.276
1967,7,29,-0.220
1967,7,30,-0.334
1967,7,31,-0.157
1967,8,1,-0.273
1967,8,2,-0.704
1967,8,3,-0.868
1967,8,4,-0.620
1967,8,5,-0.571
1967,8,6,-0.820
1967,8,7,-1.116
1967,8,8,-1.316
1967,8,9,-1.302
1967,8,10,-1.070
1967,8,11,-0.619
1967,8,12,0.067
1967,8,13,0.648
1967,8,14,0.715
1967,8,15,0.523
1967,8,16,0.691
1967,8,17,1.048
1967,8,18,1.101
1967,8,19,0.911
1967,8,20,0.558
1967,8,21,0.066
1967,8,22,-0.331
1967,8,23,-0.558
1967,8,24,-0.304
1967,8,25,-0.170
1967,8,26,-0.293
1967,8,27,-0.475
1967,8,28,-0.855
1967,8,29,-1.083
1967,8,30,-1.026
1967,8,31,-0.718
1967,9,1,0.010
1967,9,2,0.872
1967,9,3,1.025
1967,9,4,0.585
1967,9,5,0.252
1967,9,6,0.227
1967,9,7,0.120
1967,9,8,0.130
1967,9,9,0.222
1967,9,10,0.469
1967,9,11,0.778
1967,9,12,0.317
1967,9,13,-0.209
1967,9,14,-0.619
1967,9,15,-0.807
1967,9,16,-1.234
1967,9,17,-1.818
1967,9,18,-1.566
1967,9,19,-0.606
1967,9,20,-0.106
1967,9,21,0.180
1967,9,22,0.585
1967,9,23,0.940
1967,9,24,0.281
1967,9,25,-0.270
1967,9,26,-0.296
1967,9,27,0.276
1967,9,28,0.884
1967,9,29,1.417
1967,9,30,1.805
1967,10,1,2.168
1967,10,2,2.750
1967,10,3,2.655
1967,10,4,1.573
1967,10,5,1.252
1967,10,6,1.564
1967,10,7,1.665
1967,10,8,1.063
1967,10,9,1.030
1967,10,10,1.704
1967,10,11,1.986
1967,10,12,2.046
